generation,time,avg_layers,avg_hidden_layer_size,avg_moves,best_agent_fitness,best_agent_wins_percentage,best_agent_avg_performance
0,0.0475744,2,0,0,83,NaN,0
1,0.10208320000000001,2,0,3.5,80,0,33.33333333333333
2,0.16002740000000001,2.01,1,4.98,77,52,38.4
3,0.2273658,2.03,1,3.9857142857142858,74,48.57142857142857,48.201438848920866
4,0.2869025,2.07,1,3.486842105263158,74,67.10526315789474,49.64028776978417
5,0.3143194,2.05,1,3.5625,75,61.25000000000001,51.02040816326531
6,0.3429026,2.11,1,3.2093023255813953,75,61.627906976744185,55.94405594405595
7,0.3706883,2.11,1,3.1511627906976742,76,65.11627906976744,56.33802816901409
8,0.3999049,2.1,1,3.3068181818181817,70,55.68181818181818,56.75675675675676
9,0.4294992,2.07,1,3.4239130434782608,73,59.78260869565217,54.93827160493827
10,0.45988850000000003,2.09,1,3.2777777777777777,71,55.55555555555556,55.333333333333336
11,0.48932050000000005,2.08,1,2.880434782608696,74,44.565217391304344,63.07692307692307
12,0.5237378,2.07,1,3.2872340425531914,74,51.06382978723404,55.483870967741936
13,0.55615,2.08,1,2.9574468085106385,73,58.51063829787234,62.23776223776224
14,0.5857147,2.12,1.0833333333333333,3.1595744680851063,74,46.808510638297875,59.863945578231295
15,0.617316,2.14,1.0714285714285714,2.84375,75,51.041666666666664,67.15328467153284
16,0.6474681999999999,2.1,1,2.9893617021276597,75,48.93617021276596,62.142857142857146
17,0.6781115999999999,2.06,1,3.1145833333333335,74,44.79166666666667,61.224489795918366
18,0.7054746999999999,2.06,1,3.193877551020408,78,53.06122448979592,58.86075949367089
19,0.7344922999999999,2.06,1,3.1770833333333335,79,57.291666666666664,57.05128205128205
20,0.7632469999999999,2.07,1,3.1875,77,50,58.82352941176471
21,0.7921403999999999,2.06,1,3.1020408163265305,71,50,61.18421052631579
22,0.8205753999999998,2.06,1,3.0208333333333335,71,52.083333333333336,60.95890410958904
23,0.8470274999999998,2.05,1,3.0729166666666665,74,46.875,63.013698630136986
24,0.8779412999999998,2.07,1,2.7448979591836733,73,44.89795918367347,63.63636363636363
25,0.9062087999999998,2.07,1,3.010204081632653,73,53.06122448979592,60.40268456375839
26,0.9373940999999998,2.05,1,3.0408163265306123,73,50,62.41610738255034
27,0.9668392999999997,2.09,1,3.020408163265306,78,58.16326530612245,57.89473684210527
28,1.0000129999999998,2.12,1,2.989795918367347,77,53.06122448979592,62.83783783783784
